1950,1,-1.62,1
1950,2,-1.32,1
1950,3,-1.07,1
1950,4,-1.11,1
1950,5,-1.37,1
1950,6,-0.74,1
1950,7,-0.44,0
1950,8,-0.42,0
1950,9,-0.41,0
1950,10,-0.32,0
1950,11,-0.6,0
1950,12,-0.88,0
1951,1,-0.92,0
1951,2,-0.66,0
1951,3,-0.04,0
1951,4,0.2,0
1951,5,0.37,2
1951,6,0.52,2
1951,7,0.87,2
1951,8,0.71,2
1951,9,1.08,2
1951,10,1.19,2
1951,11,1.19,2
1951,12,0.74,2
1952,1,0.49,0
1952,2,0.37,0
1952,3,0.24,0
1952,4,0.42,0
1952,5,0.23,0
1952,6,-0.03,0
1952,7,-0.2,0
1952,8,0.0,0
1952,9,0.21,0
1952,10,0.25,0
1952,11,-0.14,0
1952,12,0.03,0
1953,1,0.56,2
1953,2,0.61,2
1953,3,0.62,2
1953,4,0.64,2
1953,5,0.71,2
1953,6,0.9,2
1953,7,0.7,2
1953,8,0.63,2
1953,9,0.85,2
1953,10,0.86,2
1953,11,0.82,2
1953,12,0.83,2
1954,1,0.8,2
1954,2,0.64,0
1954,3,-0.04,0
1954,4,-0.74,1
1954,5,-0.45,1
1954,6,-0.42,1
1954,7,-0.62,1
1954,8,-0.88,1
1954,9,-1.03,1
1954,10,-0.78,1
1954,11,-0.5,1
1954,12,-0.91,1
1955,1,-0.56,1
1955,2,-0.57,1
1955,3,-0.72,1
1955,4,-0.78,1
1955,5,-0.91,1
1955,6,-0.67,1
1955,7,-0.58,1
1955,8,-0.8,1
1955,9,-0.87,1
1955,10,-1.6,1
1955,11,-1.81,1
1955,12,-1.61,1
1956,1,-0.99,1
1956,2,-0.74,1
1956,3,-0.54,1
1956,4,-0.6,1
1956,5,-0.46,1
1956,6,-0.48,1
1956,7,-0.58,1
1956,8,-0.65,0
1956,9,-0.43,0
1956,10,-0.29,0
1956,11,-0.54,0
1956,12,-0.47,0
1957,1,-0.29,0
1957,2,0.02,0
1957,3,0.45,2
1957,4,0.77,2
1957,5,0.94,2
1957,6,1.05,2
1957,7,1.34,2
1957,8,1.36,2
1957,9,1.27,2
1957,10,1.37,2
1957,11,1.52,2
1957,12,1.71,2
1958,1,1.98,2
1958,2,1.72,2
1958,3,1.26,2
1958,4,0.81,2
1958,5,0.71,2
1958,6,0.69,2
1958,7,0.51,0
1958,8,0.52,0
1958,9,0.25,0
1958,10,0.41,2
1958,11,0.65,2
1958,12,0.44,2
1959,1,0.74,2
1959,2,0.67,2
1959,3,0.46,0
1959,4,0.42,0
1959,5,0.1,0
1959,6,0.07,0
1959,7,-0.37,0
1959,8,-0.24,0
1959,9,-0.23,0
1959,10,0.2,0
1959,11,-0.06,0
1959,12,0.0,0
1960,1,-0.07,0
1960,2,-0.22,0
1960,3,-0.02,0
1960,4,0.03,0
1960,5,0.08,0
1960,6,-0.06,0
1960,7,0.07,0
1960,8,0.36,0
1960,9,0.28,0
1960,10,0.18,0
1960,11,0.15,0
1960,12,0.04,0
1961,1,-0.04,0
1961,2,0.1,0
1961,3,0.02,0
1961,4,0.0,0
1961,5,0.26,0
1961,6,0.44,0
1961,7,0.11,0
1961,8,-0.12,0
1961,9,-0.38,0
1961,10,-0.38,0
1961,11,-0.01,0
1961,12,-0.16,0
1962,1,-0.3,0
1962,2,-0.26,0
1962,3,-0.11,0
1962,4,-0.24,0
1962,5,-0.44,0
1962,6,-0.14,0
1962,7,0.0,0
1962,8,0.02,0
1962,9,-0.23,0
1962,10,-0.12,0
1962,11,-0.32,0
1962,12,-0.47,0
1963,1,-0.5,0
1963,2,-0.23,0
1963,3,0.26,0
1963,4,0.41,0
1963,5,0.14,2
1963,6,0.39,2
1963,7,1.02,2
1963,8,1.17,2
1963,9,1.23,2
1963,10,1.26,2
1963,11,1.39,2
1963,12,1.47,2
1964,1,1.06,2
1964,2,0.68,0
1964,3,0.1,0
1964,4,-0.42,1
1964,5,-0.67,1
1964,6,-0.64,1
1964,7,-0.43,1
1964,8,-0.72,1
1964,9,-0.84,1
1964,10,-0.73,1
1964,11,-0.82,1
1964,12,-0.92,1
1965,1,-0.61,0
1965,2,-0.25,0
1965,3,0.03,0
1965,4,0.01,2
1965,5,0.5,2
1965,6,0.86,2
1965,7,1.14,2
1965,8,1.66,2
1965,9,1.84,2
1965,10,2.06,2
1965,11,2.03,2
1965,12,1.81,2
1966,1,1.31,2
1966,2,1.0,2
1966,3,1.19,2
1966,4,0.76,0
1966,5,0.02,0
1966,6,0.29,0
1966,7,0.42,0
1966,8,0.02,0
1966,9,-0.07,0
1966,10,-0.11,0
1966,11,-0.12,0
1966,12,-0.31,0
1967,1,-0.48,0
1967,2,-0.44,0
1967,3,-0.51,0
1967,4,-0.66,0
1967,5,-0.18,0
1967,6,0.12,0
1967,7,0.06,0
1967,8,-0.03,0
1967,9,-0.49,0
1967,10,-0.36,0
1967,11,-0.28,0
1967,12,-0.38,0
1968,1,-0.66,0
1968,2,-0.86,0
1968,3,-0.68,0
1968,4,-0.3,0
1968,5,-0.34,0
1968,6,0.52,2
1968,7,0.66,2
1968,8,0.54,2
1968,9,0.38,2
1968,10,0.42,2
1968,11,0.85,2
1968,12,0.94,2
1969,1,1.14,2
1969,2,1.31,2
1969,3,0.81,2
1969,4,0.73,2
1969,5,0.76,0
1969,6,0.35,0
1969,7,0.18,2
1969,8,0.56,2
1969,9,0.81,2
1969,10,1.01,2
1969,11,0.76,2
1969,12,0.66,2
1970,1,0.48,0
1970,2,0.41,0
1970,3,0.13,0
1970,4,0.34,0
1970,5,0.1,0
1970,6,-0.31,1
1970,7,-0.7,1
1970,8,-0.87,1
1970,9,-0.7,1
1970,10,-0.73,1
1970,11,-0.78,1
1970,12,-1.06,1
1971,1,-1.6,1
1971,2,-1.42,1
1971,3,-1.13,1
1971,4,-0.8,1
1971,5,-0.61,1
1971,6,-0.78,1
1971,7,-0.82,1
1971,8,-0.79,1
1971,9,-0.71,1
1971,10,-0.96,1
1971,11,-0.88,1
1971,12,-1.03,1
1972,1,-0.78,0
1972,2,-0.3,0
1972,3,0.03,0
1972,4,0.45,2
1972,5,0.75,2
1972,6,0.8,2
1972,7,1.2,2
1972,8,1.4,2
1972,9,1.52,2
1972,10,1.83,2
1972,11,2.17,2
1972,12,2.28,2
1973,1,1.92,2
1973,2,1.34,2
1973,3,0.49,0
1973,4,-0.19,1
1973,5,-0.59,1
1973,6,-0.83,1
1973,7,-1.18,1
1973,8,-1.31,1
1973,9,-1.36,1
1973,10,-1.69,1
1973,11,-2.09,1
1973,12,-2.06,1
1974,1,-1.95,1
1974,2,-1.5,1
1974,3,-1.21,1
1974,4,-0.97,1
1974,5,-0.91,1
1974,6,-0.85,1
1974,7,-0.55,0
1974,8,-0.21,0
1974,9,-0.35,1
1974,10,-0.66,1
1974,11,-0.82,1
1974,12,-0.78,1
1975,1,-0.32,1
1975,2,-0.53,1
1975,3,-0.86,1
1975,4,-0.58,1
1975,5,-0.76,1
1975,6,-1.15,1
1975,7,-1.04,1
1975,8,-1.2,1
1975,9,-1.37,1
1975,10,-1.54,1
1975,11,-1.38,1
1975,12,-1.73,1
1976,1,-1.84,1
1976,2,-1.09,1
1976,3,-0.58,1
1976,4,-0.53,0
1976,5,-0.31,0
1976,6,0.0,0
1976,7,0.17,0
1976,8,0.38,2
1976,9,0.5,2
1976,10,0.98,2
1976,11,0.95,2
1976,12,0.66,2
1977,1,0.93,2
1977,2,0.55,0
1977,3,0.44,0
1977,4,0.03,0
1977,5,0.22,0
1977,6,0.39,0
1977,7,0.42,0
1977,8,0.25,2
1977,9,0.6,2
1977,10,0.86,2
1977,11,0.72,2
1977,12,0.86,2
1978,1,0.78,0
1978,2,0.42,0
1978,3,0.06,0
1978,4,-0.3,0
1978,5,-0.31,0
1978,6,-0.33,0
1978,7,-0.22,0
1978,8,-0.53,0
1978,9,-0.5,0
1978,10,-0.23,0
1978,11,-0.14,0
1978,12,0.11,0
1979,1,0.03,0
1979,2,-0.04,0
1979,3,0.23,0
1979,4,0.42,0
1979,5,0.19,0
1979,6,0.08,0
1979,7,-0.13,0
1979,8,0.16,0
1979,9,0.48,2
1979,10,0.35,2
1979,11,0.53,2
1979,12,0.69,2
1980,1,0.7,2
1980,2,0.39,0
1980,3,0.28,0
1980,4,0.34,0
1980,5,0.51,0
1980,6,0.59,0
1980,7,0.28,0
1980,8,-0.11,0
1980,9,-0.07,0
1980,10,-0.02,0
1980,11,0.14,0
1980,12,0.22,0
1981,1,-0.38,0
1981,2,-0.62,0
1981,3,-0.51,0
1981,4,-0.29,0
1981,5,-0.3,0
1981,6,-0.19,0
1981,7,-0.37,0
1981,8,-0.32,0
1981,9,-0.04,0
1981,10,-0.11,0
1981,11,-0.23,0
1981,12,-0.11,0
1982,1,0.11,0
1982,2,-0.15,0
1982,3,0.25,2
1982,4,0.45,2
1982,5,0.72,2
1982,6,0.8,2
1982,7,0.64,2
1982,8,0.93,2
1982,9,1.64,2
1982,10,2.16,2
1982,11,2.09,2
1982,12,2.28,2
1983,1,2.32,2
1983,2,1.94,2
1983,3,1.49,2
1983,4,1.19,2
1983,5,1.18,2
1983,6,0.82,0
1983,7,0.17,0
1983,8,-0.04,0
1983,9,-0.36,0
1983,10,-0.96,0
1983,11,-1.1,0
1983,12,-0.94,0
1984,1,-0.69,0
1984,2,-0.18,0
1984,3,-0.39,0
1984,4,-0.44,0
1984,5,-0.46,0
1984,6,-0.63,0
1984,7,-0.24,0
1984,8,-0.04,0
1984,9,-0.19,1
1984,10,-0.49,1
1984,11,-1.0,1
1984,12,-1.25,1
1985,1,-1.17,1
1985,2,-0.71,1
1985,3,-0.67,1
1985,4,-0.93,1
1985,5,-0.75,1
1985,6,-0.65,1
1985,7,-0.47,0
1985,8,-0.35,0
1985,9,-0.55,0
1985,10,-0.3,0
1985,11,-0.2,0
1985,12,-0.32,0
1986,1,-0.56,0
1986,2,-0.6,0
1986,3,-0.26,0
1986,4,-0.08,0
1986,5,-0.27,0
1986,6,-0.01,0
1986,7,0.17,2
1986,8,0.51,2
1986,9,0.65,2
1986,10,0.98,2
1986,11,1.2,2
1986,12,1.24,2
1987,1,1.22,2
1987,2,1.23,2
1987,3,1.13,2
1987,4,0.82,2
1987,5,0.88,2
1987,6,1.21,2
1987,7,1.57,2
1987,8,1.76,2
1987,9,1.77,2
1987,10,1.42,2
1987,11,1.27,2
1987,12,1.07,2
1988,1,0.99,2
1988,2,0.37,0
1988,3,0.25,0
1988,4,-0.19,1
1988,5,-1.0,1
1988,6,-1.44,1
1988,7,-1.45,1
1988,8,-0.99,1
1988,9,-0.87,1
1988,10,-1.71,1
1988,11,-1.85,1
1988,12,-1.83,1
1989,1,-1.87,1
1989,2,-1.37,1
1989,3,-1.05,1
1989,4,-0.82,1
1989,5,-0.61,0
1989,6,-0.29,0
1989,7,-0.3,0
1989,8,-0.33,0
1989,9,-0.18,0
1989,10,-0.22,0
1989,11,-0.25,0
1989,12,-0.01,0
1990,1,0.11,0
1990,2,0.31,0
1990,3,0.2,0
1990,4,0.33,0
1990,5,0.34,0
1990,6,0.21,0
1990,7,0.37,0
1990,8,0.42,0
1990,9,0.35,0
1990,10,0.4,0
1990,11,0.31,0
1990,12,0.48,0
1991,1,0.45,0
1991,2,0.29,0
1991,3,0.05,0
1991,4,0.32,2
1991,5,0.4,2
1991,6,0.65,2
1991,7,0.86,2
1991,8,0.69,2
1991,9,0.36,2
1991,10,0.82,2
1991,11,1.19,2
1991,12,1.62,2
1992,1,1.78,2
1992,2,1.74,2
1992,3,1.38,2
1992,4,1.32,2
1992,5,1.16,2
1992,6,0.7,0
1992,7,0.33,0
1992,8,0.07,0
1992,9,-0.13,0
1992,10,-0.34,0
1992,11,-0.28,0
1992,12,-0.21,0
1993,1,0.1,0
1993,2,0.38,0
1993,3,0.4,0
1993,4,0.71,0
1993,5,0.91,0
1993,6,0.48,0
1993,7,0.33,0
1993,8,0.15,0
1993,9,0.29,0
1993,10,0.02,0
1993,11,0.01,0
1993,12,0.1,0
1994,1,0.06,0
1994,2,0.03,0
1994,3,0.11,0
1994,4,0.38,0
1994,5,0.43,0
1994,6,0.44,0
1994,7,0.35,0
1994,8,0.54,2
1994,9,0.41,2
1994,10,0.71,2
1994,11,1.11,2
1994,12,1.19,2
1995,1,0.98,2
1995,2,0.71,2
1995,3,0.48,0
1995,4,0.41,0
1995,5,0.02,0
1995,6,-0.01,0
1995,7,-0.11,1
1995,8,-0.61,1
1995,9,-0.9,1
1995,10,-0.92,1
1995,11,-1.1,1
1995,12,-1.0,1
1996,1,-0.86,1
1996,2,-0.85,1
1996,3,-0.56,0
1996,4,-0.36,0
1996,5,-0.26,0
1996,6,-0.3,0
1996,7,-0.32,0
1996,8,-0.2,0
1996,9,-0.45,0
1996,10,-0.4,0
1996,11,-0.34,0
1996,12,-0.61,0
1997,1,-0.54,0
1997,2,-0.36,0
1997,3,-0.2,0
1997,4,0.27,2
1997,5,0.76,2
1997,6,1.22,2
1997,7,1.67,2
1997,8,1.91,2
1997,9,2.12,2
1997,10,2.4,2
1997,11,2.48,2
1997,12,2.32,2
1998,1,2.37,2
1998,2,2.03,2
1998,3,1.38,2
1998,4,0.9,2
1998,5,0.7,0
1998,6,-0.24,1
1998,7,-0.86,1
1998,8,-1.25,1
1998,9,-1.26,1
1998,10,-1.41,1
1998,11,-1.38,1
1998,12,-1.64,1
1999,1,-1.69,1
1999,2,-1.31,1
1999,3,-0.9,1
1999,4,-1.0,1
1999,5,-1.02,1
1999,6,-1.05,1
1999,7,-1.05,1
1999,8,-1.19,1
1999,9,-1.09,1
1999,10,-1.19,1
1999,11,-1.5,1
1999,12,-1.7,1
2000,1,-1.77,1
2000,2,-1.53,1
2000,3,-0.93,1
2000,4,-0.75,1
2000,5,-0.74,1
2000,6,-0.64,1
2000,7,-0.55,1
2000,8,-0.47,1
2000,9,-0.52,1
2000,10,-0.65,1
2000,11,-0.71,1
2000,12,-0.88,1
2001,1,-0.63,1
2001,2,-0.53,0
2001,3,-0.39,0
2001,4,-0.39,0
2001,5,-0.24,0
2001,6,-0.11,0
2001,7,-0.01,0
2001,8,-0.1,0
2001,9,-0.28,0
2001,10,-0.18,0
2001,11,-0.41,0
2001,12,-0.46,0
2002,1,-0.05,0
2002,2,0.06,0
2002,3,0.09,0
2002,4,0.12,0
2002,5,0.4,2
2002,6,0.79,2
2002,7,0.77,2
2002,8,0.81,2
2002,9,1.01,2
2002,10,1.2,2
2002,11,1.41,2
2002,12,1.31,2
2003,1,0.7,2
2003,2,0.74,0
2003,3,0.45,0
2003,4,-0.05,0
2003,5,-0.52,0
2003,6,-0.21,0
2003,7,0.24,0
2003,8,0.2,0
2003,9,0.19,0
2003,10,0.38,0
2003,11,0.29,0
2003,12,0.38,0
2004,1,0.38,0
2004,2,0.34,0
2004,3,0.21,0
2004,4,0.16,0
2004,5,0.14,0
2004,6,0.2,2
2004,7,0.51,2
2004,8,0.7,2
2004,9,0.72,2
2004,10,0.68,2
2004,11,0.61,2
2004,12,0.69,2
2005,1,0.76,2
2005,2,0.46,2
2005,3,0.53,0
2005,4,0.35,0
2005,5,0.39,0
2005,6,0.12,0
2005,7,-0.19,0
2005,8,-0.1,0
2005,9,-0.11,0
2005,10,-0.1,1
2005,11,-0.64,1
2005,12,-0.97,1
2006,1,-0.91,1
2006,2,-0.67,1
2006,3,-0.71,0
2006,4,-0.32,0
2006,5,-0.09,0
2006,6,0.0,0
2006,7,0.01,0
2006,8,0.31,2
2006,9,0.6,2
2006,10,0.7,2
2006,11,0.99,2
2006,12,1.14,2
2007,1,0.7,0
2007,2,0.13,0
2007,3,-0.18,0
2007,4,-0.31,0
2007,5,-0.47,1
2007,6,-0.36,1
2007,7,-0.59,1
2007,8,-0.72,1
2007,9,-1.11,1
2007,10,-1.39,1
2007,11,-1.53,1
2007,12,-1.58,1
2008,1,-1.68,1
2008,2,-1.66,1
2008,3,-1.21,1
2008,4,-0.99,1
2008,5,-0.84,1
2008,6,-0.68,0
2008,7,-0.3,0
2008,8,-0.13,0
2008,9,-0.25,0
2008,10,-0.35,1
2008,11,-0.46,1
2008,12,-0.86,1
2009,1,-0.89,1
2009,2,-0.79,1
2009,3,-0.7,0
2009,4,-0.35,0
2009,5,0.06,0
2009,6,0.31,2
2009,7,0.48,2
2009,8,0.56,2
2009,9,0.68,2
2009,10,0.89,2
2009,11,1.45,2
2009,12,1.73,2
2010,1,1.51,2
2010,2,1.25,2
2010,3,0.9,0
2010,4,0.38,0
2010,5,-0.22,1
2010,6,-0.69,1
2010,7,-1.07,1
2010,8,-1.38,1
2010,9,-1.59,1
2010,10,-1.69,1
2010,11,-1.64,1
2010,12,-1.6,1
2011,1,-1.54,1
2011,2,-1.11,1
2011,3,-0.92,1
2011,4,-0.76,1
2011,5,-0.52,0
2011,6,-0.38,1
2011,7,-0.42,1
2011,8,-0.64,1
2011,9,-0.8,1
2011,10,-1.05,1
2011,11,-1.18,1
2011,12,-1.05,1
2012,1,-0.87,1
2012,2,-0.67,1
2012,3,-0.61,1
2012,4,-0.49,0
2012,5,-0.32,0
2012,6,0.02,0
2012,7,0.25,0
2012,8,0.47,0
2012,9,0.38,0
2012,10,0.26,0
2012,11,0.15,0
2012,12,-0.25,0
2013,1,-0.53,0
2013,2,-0.51,0
2013,3,-0.25,0
2013,4,-0.25,0
2013,5,-0.4,0
2013,6,-0.43,0
2013,7,-0.39,0
2013,8,-0.38,0
2013,9,-0.18,0
2013,10,-0.2,0
2013,11,-0.14,0
2013,12,-0.17,0
2014,1,-0.49,0
2014,2,-0.61,0
2014,3,-0.28,0
2014,4,0.09,0
2014,5,0.32,0
2014,6,0.23,0
2014,7,-0.06,0
2014,8,-0.03,0
2014,9,0.29,2
2014,10,0.44,2
2014,11,0.75,2
2014,12,0.72,2
2015,1,0.51,2
2015,2,0.42,2
2015,3,0.47,2
2015,4,0.7,2
2015,5,0.92,2
2015,6,1.17,2
2015,7,1.45,2
2015,8,1.93,2
2015,9,2.2,2
2015,10,2.36,2
2015,11,2.71,2
2015,12,2.65,2
2016,1,2.56,2
2016,2,2.24,2
2016,3,1.61,2
2016,4,0.9,0
2016,5,0.3,0
2016,6,-0.03,0
2016,7,-0.47,1
2016,8,-0.57,1
2016,9,-0.57,1
2016,10,-0.74,1
2016,11,-0.76,1
2016,12,-0.5,0
2017,1,-0.43,0
2017,2,-0.08,0
2017,3,0.03,0
2017,4,0.21,0
2017,5,0.36,0
2017,6,0.33,0
2017,7,0.25,0
2017,8,-0.16,0
2017,9,-0.43,1
2017,10,-0.56,1
2017,11,-0.96,1
2017,12,-0.99,1
2018,1,-0.98,1
2018,2,-0.78,1
2018,3,-0.8,1
2018,4,-0.51,0
2018,5,-0.2,0
2018,6,0.05,0
2018,7,0.12,0
2018,8,0.09,2
2018,9,0.47,2
2018,10,0.9,2
2018,11,0.9,2
2018,12,0.89,2
2019,1,0.65,2
2019,2,0.71,2
2019,3,0.8,2
2019,4,0.62,2
2019,5,0.55,2
2019,6,0.45,0
2019,7,0.35,0
2019,8,0.04,0
2019,9,0.04,0
2019,10,0.48,0
2019,11,0.52,0
2019,12,0.52,0
2020,1,0.6,0
2020,2,0.37,0
2020,3,0.48,0
2020,4,0.36,0
2020,5,-0.27,0
2020,6,-0.34,0
2020,7,-0.3,1
2020,8,-0.59,1
2020,9,-0.83,1
2020,10,-1.25,1
2020,11,-1.42,1
2020,12,-1.15,1
2021,1,-0.99,1
2021,2,-1.0,1
2021,3,-0.8,1
2021,4,-0.72,1
2021,5,-0.46,0
2021,6,-0.28,0
2021,7,-0.39,1
2021,8,-0.53,1
2021,9,-0.55,1
2021,10,-0.94,1
2021,11,-0.94,1
2021,12,-1.06,1
2022,1,-0.95,1
2022,2,-0.9,1
